fecha,mes,pedido_id,cliente_id,pais,ciudad,canal,metodo_pago,producto_id,producto,categoria,cantidad,precio_unitario,descuento_pct,total_cop,margen_pct
2025-01-02,2025-01,PED-100034,CLI-02290,Colombia,Barranquilla,Instagram Ads,PSE,PAN-002,Mix Pancake Chocolate Chips,Pancakes & Waffles,3,41690,0.05,118816,0.607
2025-01-02,2025-01,PED-100035,CLI-02024,Colombia,Bogotá,Instagram Ads,Tarjeta crédito,GRA-001,Granola Vainilla Shortbread,GranOLAs,3,37950,0.0,113850,0.626
2025-01-02,2025-01,PED-100036,CLI-00889,Colombia,Pereira,Instagram Ads,PSE,PAN-002,Mix Pancake Chocolate Chips,Pancakes & Waffles,3,41690,0.0,125070,0.607
2025-01-02,2025-01,PED-100037,CLI-01129,Colombia,Bogotá,Email/WhatsApp,PSE,COM-002,Combo Sin Gluten Starter,Combos,1,119900,0.05,113905,0.598
2025-01-02,2025-01,PED-100038,CLI-00546,Colombia,Bogotá,Email/WhatsApp,Tarjeta crédito,AVE-001,Harina de Almendra,Avena & Harinas,2,34650,0.0,69300,0.561
2025-01-02,2025-01,PED-100039,CLI-02314,Colombia,Medellín,Instagram Ads,Tarjeta crédito,COM-002,Combo Sin Gluten Starter,Combos,3,119900,0.0,359700,0.598
2025-01-02,2025-01,PED-100040,CLI-04599,Colombia,Barranquilla,Instagram Ads,Contraentrega,MER-001,Termo Paranice,Merch,2,45000,0.0,90000,0.533
2025-01-02,2025-01,PED-100041,CLI-01540,Colombia,Cali,Instagram Ads,PSE,PAN-003,Mix Waffle Churro,Pancakes & Waffles,2,41690,0.05,79211,0.614
2025-01-02,2025-01,PED-100041,CLI-01540,Colombia,Cali,Instagram Ads,PSE,COM-001,Combo Desayuno Saludable,Combos,2,89900,0.05,170810,0.594
2025-01-02,2025-01,PED-100042,CLI-00068,Colombia,Medellín,Instagram Ads,PSE,PAN-003,Mix Waffle Churro,Pancakes & Waffles,2,41690,0.0,83380,0.614
2025-01-02,2025-01,PED-100043,CLI-01060,Colombia,Bucaramanga,Email/WhatsApp,PSE,AVE-002,Harina de Avena,Avena & Harinas,1,31350,0.0,31350,0.636
2025-01-02,2025-01,PED-100044,CLI-03328,Colombia,Bogotá,Instagram Ads,Tarjeta crédito,AVE-002,Harina de Avena,Avena & Harinas,3,31350,0.0,94050,0.636
2025-01-02,2025-01,PED-100044,CLI-03328,Colombia,Bogotá,Instagram Ads,Tarjeta crédito,GRA-003,Granola Fudge Cake,GranOLAs,2,37950,0.0,75900,0.615
2025-01-02,2025-01,PED-100045,CLI-00957,Colombia,Bucaramanga,Instagram Ads,Tarjeta crédito,PAN-003,Mix Waffle Churro,Pancakes & Waffles,3,41690,0.0,125070,0.614
2025-01-02,2025-01,PED-100045,CLI-00957,Colombia,Bucaramanga,Instagram Ads,Tarjeta crédito,MER-002,Tote Bag Paranice,Merch,1,28000,0.0,28000,0.589
2025-01-02,2025-01,PED-100045,CLI-00957,Colombia,Bucaramanga,Instagram Ads,Tarjeta crédito,AVE-002,Harina de Avena,Avena & Harinas,1,31350,0.0,31350,0.636
2025-01-02,2025-01,PED-100046,CLI-00454,Colombia,Medellín,Instagram Ads,PSE,GRA-002,Granola Chip Cookie,GranOLAs,1,37950,0.0,37950,0.621
2025-01-03,2025-01,PED-100047,CLI-03690,Colombia,Bogotá,Email/WhatsApp,Tarjeta crédito,MER-002,Tote Bag Paranice,Merch,2,28000,0.0,56000,0.589
2025-01-03,2025-01,PED-100048,CLI-02096,Colombia,Bogotá,TikTok Ads,PSE,ESP-002,Crema Maní Banana,Esparcibles,1,48590,0.0,48590,0.597
2025-01-03,2025-01,PED-100048,CLI-02096,Colombia,Bogotá,TikTok Ads,PSE,MER-001,Termo Paranice,Merch,3,45000,0.0,135000,0.533
2025-01-03,2025-01,PED-100049,CLI-02888,Colombia,Cali,TikTok Ads,Tarjeta crédito,COM-002,Combo Sin Gluten Starter,Combos,2,119900,0.0,239800,0.598
2025-01-03,2025-01,PED-100050,CLI-02691,Colombia,Pereira,Instagram Ads,Tarjeta débito,PAN-002,Mix Pancake Chocolate Chips,Pancakes & Waffles,3,41690,0.15,106310,0.607
2025-01-03,2025-01,PED-100051,CLI-01463,Colombia,Pereira,Orgánico/SEO,Tarjeta crédito,PAN-003,Mix Waffle Churro,Pancakes & Waffles,1,41690,0.0,41690,0.614
2025-01-03,2025-01,PED-100052,CLI-02544,Colombia,Barranquilla,Google Ads,PSE,ESP-003,Crema Cacao Avellana Clásica,Esparcibles,3,48590,0.0,145770,0.59
2025-01-03,2025-01,PED-100053,CLI-01517,Colombia,Bucaramanga,TikTok Ads,Contraentrega,COM-002,Combo Sin Gluten Starter,Combos,2,119900,0.0,239800,0.598
2025-01-03,2025-01,PED-100054,CLI-00603,Colombia,Cali,Instagram Ads,Tarjeta crédito,PAN-002,Mix Pancake Chocolate Chips,Pancakes & Waffles,1,41690,0.0,41690,0.607
2025-01-03,2025-01,PED-100055,CLI-00977,Colombia,Barranquilla,Instagram Ads,Tarjeta crédito,GRA-002,Granola Chip Cookie,GranOLAs,3,37950,0.0,113850,0.621
2025-01-03,2025-01,PED-100056,CLI-04436,Colombia,Cali,Instagram Ads,Contraentrega,PAN-003,Mix Waffle Churro,Pancakes & Waffles,2,41690,0.15,70873,0.614
2025-01-03,2025-01,PED-100057,CLI-01737,Colombia,Cali,Google Ads,Tarjeta crédito,ESP-004,Crema Cacao Avellana Blanca,Esparcibles,3,48590,0.0,145770,0.584
2025-01-03,2025-01,PED-100058,CLI-03232,Colombia,Barranquilla,Email/WhatsApp,PSE,COM-001,Combo Desayuno Saludable,Combos,2,89900,0.0,179800,0.594
2025-01-03,2025-01,PED-100059,CLI-00065,Colombia,Medellín,Referidos,Tarjeta crédito,PAN-002,Mix Pancake Chocolate Chips,Pancakes & Waffles,2,41690,0.0,83380,0.607
2025-01-03,2025-01,PED-100060,CLI-01399,Colombia,Bogotá,Instagram Ads,Tarjeta crédito,PAN-001,Mix Pancake Vainilla,Pancakes & Waffles,3,41690,0.0,125070,0.619
2025-01-03,2025-01,PED-100061,CLI-02626,Colombia,Barranquilla,Referidos,Tarjeta crédito,AVE-002,Harina de Avena,Avena & Harinas,2,31350,0.0,62700,0.636
2025-01-03,2025-01,PED-100062,CLI-04107,Colombia,Bucaramanga,Google Ads,Tarjeta débito,COM-001,Combo Desayuno Saludable,Combos,2,89900,0.0,179800,0.594
2025-01-03,2025-01,PED-100062,CLI-04107,Colombia,Bucaramanga,Google Ads,Tarjeta débito,ESP-002,Crema Maní Banana,Esparcibles,2,48590,0.0,97180,0.597
2025-01-03,2025-01,PED-100063,CLI-01423,Colombia,Barranquilla,Email/WhatsApp,Tarjeta crédito,MER-002,Tote Bag Paranice,Merch,2,28000,0.0,56000,0.589
2025-01-03,2025-01,PED-100064,CLI-02558,Colombia,Medellín,Instagram Ads,PayPal,AVE-003,Hojuelas de Avena,Avena & Harinas,2,31350,0.0,62700,0.649
2025-01-03,2025-01,PED-100065,CLI-01925,Colombia,Barranquilla,Instagram Ads,Tarjeta crédito,GRA-001,Granola Vainilla Shortbread,GranOLAs,1,37950,0.0,37950,0.626
2025-01-03,2025-01,PED-100066,CLI-01819,Colombia,Cali,Email/WhatsApp,Tarjeta crédito,ESP-004,Crema Cacao Avellana Blanca,Esparcibles,1,48590,0.0,48590,0.584
2025-01-03,2025-01,PED-100066,CLI-01819,Colombia,Cali,Email/WhatsApp,Tarjeta crédito,ESP-003,Crema Cacao Avellana Clásica,Esparcibles,1,48590,0.0,48590,0.59
2025-01-03,2025-01,PED-100067,CLI-04707,Colombia,Bogotá,Instagram Ads,PayPal,GRA-002,Granola Chip Cookie,GranOLAs,1,37950,0.0,37950,0.621
2025-01-03,2025-01,PED-100068,CLI-00454,Colombia,Medellín,Instagram Ads,Tarjeta crédito,PAN-002,Mix Pancake Chocolate Chips,Pancakes & Waffles,2,41690,0.0,83380,0.607
2025-01-03,2025-01,PED-100068,CLI-00454,Colombia,Medellín,Instagram Ads,Tarjeta crédito,GRA-001,Granola Vainilla Shortbread,GranOLAs,1,37950,0.0,37950,0.626
2025-01-03,2025-01,PED-100068,CLI-00454,Colombia,Medellín,Instagram Ads,Tarjeta crédito,AVE-003,Hojuelas de Avena,Avena & Harinas,2,31350,0.0,62700,0.649
2025-01-04,2025-01,PED-100069,CLI-02162,Colombia,Barranquilla,Orgánico/SEO,Tarjeta débito,GRA-003,Granola Fudge Cake,GranOLAs,3,37950,0.0,113850,0.615
2025-01-04,2025-01,PED-100070,CLI-01978,Colombia,Barranquilla,TikTok Ads,Tarjeta crédito,ESP-004,Crema Cacao Avellana Blanca,Esparcibles,3,48590,0.0,145770,0.584
2025-01-04,2025-01,PED-100071,CLI-00771,Colombia,Bogotá,Referidos,Tarjeta débito,MER-002,Tote Bag Paranice,Merch,3,28000,0.0,84000,0.589
2025-01-04,2025-01,PED-100072,CLI-04402,Colombia,Barranquilla,TikTok Ads,Tarjeta crédito,PAN-003,Mix Waffle Churro,Pancakes & Waffles,1,41690,0.1,37521,0.614
2025-01-04,2025-01,PED-100073,CLI-01446,Colombia,Barranquilla,Email/WhatsApp,Contraentrega,GRA-003,Granola Fudge Cake,GranOLAs,1,37950,0.0,37950,0.615
2025-01-04,2025-01,PED-100074,CLI-01778,Colombia,Barranquilla,TikTok Ads,Tarjeta crédito,PAN-001,Mix Pancake Vainilla,Pancakes & Waffles,3,41690,0.0,125070,0.619
2025-01-04,2025-01,PED-100074,CLI-01778,Colombia,Barranquilla,TikTok Ads,Tarjeta crédito,MER-001,Termo Paranice,Merch,3,45000,0.0,135000,0.533
2025-01-04,2025-01,PED-100075,CLI-02101,Colombia,Cali,Instagram Ads,Tarjeta crédito,PAN-002,Mix Pancake Chocolate Chips,Pancakes & Waffles,1,41690,0.0,41690,0.607
2025-01-04,2025-01,PED-100076,CLI-01930,Colombia,Pereira,Instagram Ads,Contraentrega,MER-001,Termo Paranice,Merch,3,45000,0.0,135000,0.533
2025-01-04,2025-01,PED-100077,CLI-02097,Colombia,Pereira,Email/WhatsApp,Tarjeta crédito,ESP-002,Crema Maní Banana,Esparcibles,3,48590,0.0,145770,0.597
2025-01-04,2025-01,PED-100078,CLI-04429,Colombia,Barranquilla,Google Ads,Contraentrega,GRA-002,Granola Chip Cookie,GranOLAs,2,37950,0.05,72105,0.621
2025-01-04,2025-01,PED-100079,CLI-01764,Colombia,Medellín,Orgánico/SEO,Tarjeta crédito,COM-001,Combo Desayuno Saludable,Combos,3,89900,0.0,269700,0.594
2025-01-04,2025-01,PED-100080,CLI-00677,Colombia,Barranquilla,Referidos,PSE,AVE-001,Harina de Almendra,Avena & Harinas,1,34650,0.0,34650,0.561
2025-01-04,2025-01,PED-100081,CLI-03745,Colombia,Cali,Orgánico/SEO,PSE,ESP-003,Crema Cacao Avellana Clásica,Esparcibles,1,48590,0.0,48590,0.59
2025-01-04,2025-01,PED-100082,CLI-02202,Colombia,Pereira,Email/WhatsApp,PayPal,GRA-002,Granola Chip Cookie,GranOLAs,3,37950,0.1,102465,0.621
2025-01-04,2025-01,PED-100083,CLI-00324,Colombia,Pereira,Referidos,Tarjeta crédito,GRA-002,Granola Chip Cookie,GranOLAs,2,37950,0.0,75900,0.621
2025-01-04,2025-01,PED-100084,CLI-02010,Colombia,Cali,Orgánico/SEO,PSE,GRA-003,Granola Fudge Cake,GranOLAs,3,37950,0.0,113850,0.615
2025-01-04,2025-01,PED-100085,CLI-02164,Colombia,Cali,Referidos,Tarjeta crédito,GRA-001,Granola Vainilla Shortbread,GranOLAs,1,37950,0.0,37950,0.626
2025-01-04,2025-01,PED-100086,CLI-02217,Colombia,Cali,TikTok Ads,Tarjeta crédito,COM-001,Combo Desayuno Saludable,Combos,3,89900,0.0,269700,0.594
2025-01-05,2025-01,PED-100087,CLI-00900,Colombia,Pereira,TikTok Ads,PSE,AVE-003,Hojuelas de Avena,Avena & Harinas,1,31350,0.0,31350,0.649
2025-01-05,2025-01,PED-100088,CLI-01483,Colombia,Bogotá,Referidos,Tarjeta crédito,COM-002,Combo Sin Gluten Starter,Combos,2,119900,0.0,239800,0.598
2025-01-05,2025-01,PED-100089,CLI-04138,Colombia,Pereira,TikTok Ads,Tarjeta crédito,GRA-002,Granola Chip Cookie,GranOLAs,2,37950,0.0,75900,0.621
2025-01-05,2025-01,PED-100090,CLI-01717,Colombia,Bucaramanga,Google Ads,PSE,MER-001,Termo Paranice,Merch,1,45000,0.0,45000,0.533
2025-01-05,2025-01,PED-100090,CLI-01717,Colombia,Bucaramanga,Google Ads,PSE,AVE-003,Hojuelas de Avena,Avena & Harinas,1,31350,0.0,31350,0.649
2025-01-05,2025-01,PED-100091,CLI-03854,Colombia,Medellín,Google Ads,PayPal,COM-001,Combo Desayuno Saludable,Combos,1,89900,0.0,89900,0.594
2025-01-05,2025-01,PED-100092,CLI-00394,Colombia,Cali,Instagram Ads,PSE,GRA-001,Granola Vainilla Shortbread,GranOLAs,3,37950,0.1,102465,0.626
2025-01-05,2025-01,PED-100093,CLI-03820,Colombia,Medellín,Instagram Ads,PSE,COM-001,Combo Desayuno Saludable,Combos,1,89900,0.0,89900,0.594
2025-01-05,2025-01,PED-100094,CLI-04965,Colombia,Bucaramanga,Instagram Ads,PayPal,PAN-002,Mix Pancake Chocolate Chips,Pancakes & Waffles,2,41690,0.0,83380,0.607
2025-01-05,2025-01,PED-100095,CLI-03380,Colombia,Cali,Referidos,PSE,GRA-002,Granola Chip Cookie,GranOLAs,1,37950,0.0,37950,0.621
2025-01-05,2025-01,PED-100096,CLI-02939,Colombia,Bucaramanga,Google Ads,Tarjeta crédito,MER-002,Tote Bag Paranice,Merch,2,28000,0.0,56000,0.589
2025-01-05,2025-01,PED-100097,CLI-04235,Colombia,Barranquilla,Email/WhatsApp,Contraentrega,ESP-004,Crema Cacao Avellana Blanca,Esparcibles,3,48590,0.0,145770,0.584
2025-01-05,2025-01,PED-100098,CLI-00661,Colombia,Bucaramanga,Instagram Ads,PSE,MER-002,Tote Bag Paranice,Merch,3,28000,0.0,84000,0.589
2025-01-05,2025-01,PED-100099,CLI-04280,Colombia,Bucaramanga,Google Ads,Tarjeta crédito,ESP-003,Crema Cacao Avellana Clásica,Esparcibles,2,48590,0.1,87462,0.59
2025-01-05,2025-01,PED-100100,CLI-00655,Colombia,Cali,Google Ads,Tarjeta crédito,PAN-003,Mix Waffle Churro,Pancakes & Waffles,3,41690,0.0,125070,0.614
2025-01-05,2025-01,PED-100101,CLI-00215,Colombia,Medellín,Instagram Ads,PSE,GRA-001,Granola Vainilla Shortbread,GranOLAs,2,37950,0.0,75900,0.626
2025-01-05,2025-01,PED-100102,CLI-04060,Colombia,Pereira,TikTok Ads,PayPal,GRA-001,Granola Vainilla Shortbread,GranOLAs,1,37950,0.0,37950,0.626
2025-01-05,2025-01,PED-100103,CLI-01611,Colombia,Medellín,Referidos,Tarjeta crédito,PAN-001,Mix Pancake Vainilla,Pancakes & Waffles,3,41690,0.0,125070,0.619
2025-01-05,2025-01,PED-100104,CLI-04497,Colombia,Barranquilla,TikTok Ads,PSE,PAN-003,Mix Waffle Churro,Pancakes & Waffles,3,41690,0.0,125070,0.614
2025-01-05,2025-01,PED-100105,CLI-02813,Colombia,Bogotá,Referidos,PSE,MER-002,Tote Bag Paranice,Merch,3,28000,0.0,84000,0.589
2025-01-05,2025-01,PED-100106,CLI-03591,Colombia,Medellín,Instagram Ads,Contraentrega,GRA-001,Granola Vainilla Shortbread,GranOLAs,2,37950,0.0,75900,0.626
2025-01-05,2025-01,PED-100107,CLI-00211,Colombia,Bogotá,Referidos,Tarjeta débito,PAN-002,Mix Pancake Chocolate Chips,Pancakes & Waffles,2,41690,0.0,83380,0.607
2025-01-05,2025-01,PED-100108,CLI-01680,Colombia,Pereira,Email/WhatsApp,Tarjeta débito,GRA-003,Granola Fudge Cake,GranOLAs,2,37950,0.0,75900,0.615
2025-01-05,2025-01,PED-100109,CLI-03493,Colombia,Pereira,Instagram Ads,Tarjeta débito,ESP-004,Crema Cacao Avellana Blanca,Esparcibles,3,48590,0.0,145770,0.584
2025-01-05,2025-01,PED-100110,CLI-01310,Colombia,Barranquilla,Referidos,Tarjeta débito,COM-001,Combo Desayuno Saludable,Combos,3,89900,0.1,242730,0.594
2025-01-05,2025-01,PED-100111,CLI-02918,Colombia,Cali,Instagram Ads,Tarjeta crédito,ESP-003,Crema Cacao Avellana Clásica,Esparcibles,2,48590,0.15,82603,0.59
2025-01-05,2025-01,PED-100112,CLI-02883,Colombia,Barranquilla,Google Ads,Tarjeta crédito,AVE-003,Hojuelas de Avena,Avena & Harinas,3,31350,0.0,94050,0.649
2025-01-05,2025-01,PED-100112,CLI-02883,Colombia,Barranquilla,Google Ads,Tarjeta crédito,PAN-003,Mix Waffle Churro,Pancakes & Waffles,2,41690,0.0,83380,0.614
2025-01-06,2025-01,PED-100113,CLI-02088,Colombia,Bogotá,Email/WhatsApp,Tarjeta crédito,AVE-003,Hojuelas de Avena,Avena & Harinas,2,31350,0.0,62700,0.649
2025-01-06,2025-01,PED-100114,CLI-01029,Colombia,Bogotá,Google Ads,Tarjeta débito,PAN-001,Mix Pancake Vainilla,Pancakes & Waffles,1,41690,0.0,41690,0.619
2025-01-06,2025-01,PED-100114,CLI-01029,Colombia,Bogotá,Google Ads,Tarjeta débito,PAN-003,Mix Waffle Churro,Pancakes & Waffles,1,41690,0.0,41690,0.614
2025-01-06,2025-01,PED-100115,CLI-05074,Colombia,Cali,Instagram Ads,Tarjeta crédito,PAN-001,Mix Pancake Vainilla,Pancakes & Waffles,1,41690,0.0,41690,0.619
2025-01-06,2025-01,PED-100115,CLI-05074,Colombia,Cali,Instagram Ads,Tarjeta crédito,GRA-003,Granola Fudge Cake,GranOLAs,1,37950,0.0,37950,0.615
2025-01-06,2025-01,PED-100116,CLI-02916,Colombia,Bucaramanga,Instagram Ads,Tarjeta débito,COM-002,Combo Sin Gluten Starter,Combos,3,119900,0.0,359700,0.598
2025-01-06,2025-01,PED-100117,CLI-04223,Colombia,Pereira,Google Ads,Tarjeta crédito,ESP-002,Crema Maní Banana,Esparcibles,1,48590,0.1,43731,0.597
2025-01-06,2025-01,PED-100118,CLI-04003,Colombia,Cali,Instagram Ads,Tarjeta crédito,ESP-004,Crema Cacao Avellana Blanca,Esparcibles,1,48590,0.1,43731,0.584
2025-01-06,2025-01,PED-100119,CLI-00069,Colombia,Cali,Instagram Ads,Contraentrega,ESP-004,Crema Cacao Avellana Blanca,Esparcibles,1,48590,0.0,48590,0.584
2025-01-06,2025-01,PED-100120,CLI-04206,Colombia,Pereira,Google Ads,PSE,AVE-003,Hojuelas de Avena,Avena & Harinas,2,31350,0.0,62700,0.649
2025-01-06,2025-01,PED-100121,CLI-04923,Colombia,Bucaramanga,Email/WhatsApp,Contraentrega,COM-001,Combo Desayuno Saludable,Combos,3,89900,0.0,269700,0.594
2025-01-06,2025-01,PED-100121,CLI-04923,Colombia,Bucaramanga,Email/WhatsApp,Contraentrega,PAN-003,Mix Waffle Churro,Pancakes & Waffles,2,41690,0.0,83380,0.614
2025-01-06,2025-01,PED-100122,CLI-01565,Colombia,Bucaramanga,Instagram Ads,Tarjeta crédito,PAN-003,Mix Waffle Churro,Pancakes & Waffles,3,41690,0.0,125070,0.614
2025-01-06,2025-01,PED-100123,CLI-01852,Colombia,Medellín,Orgánico/SEO,Tarjeta crédito,PAN-003,Mix Waffle Churro,Pancakes & Waffles,3,41690,0.0,125070,0.614
2025-01-06,2025-01,PED-100124,CLI-03732,Colombia,Cali,Instagram Ads,Tarjeta crédito,AVE-002,Harina de Avena,Avena & Harinas,3,31350,0.1,84645,0.636
2025-01-06,2025-01,PED-100125,CLI-01217,Colombia,Pereira,TikTok Ads,Tarjeta crédito,COM-001,Combo Desayuno Saludable,Combos,1,89900,0.0,89900,0.594
2025-01-06,2025-01,PED-100126,CLI-04620,Colombia,Bogotá,Google Ads,Tarjeta crédito,ESP-003,Crema Cacao Avellana Clásica,Esparcibles,2,48590,0.05,92321,0.59
2025-01-06,2025-01,PED-100127,CLI-00873,Colombia,Pereira,Orgánico/SEO,Tarjeta crédito,COM-001,Combo Desayuno Saludable,Combos,2,89900,0.15,152830,0.594
2025-01-06,2025-01,PED-100128,CLI-04295,Colombia,Barranquilla,Instagram Ads,Tarjeta crédito,PAN-001,Mix Pancake Vainilla,Pancakes & Waffles,1,41690,0.0,41690,0.619
